# color images
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp filename
1305031108.511378 rgb/1305031108.511378.png
1305031108.543737 rgb/1305031108.543737.png
1305031108.575414 rgb/1305031108.575414.png
1305031108.611407 rgb/1305031108.611407.png
1305031108.643303 rgb/1305031108.643303.png
1305031108.675375 rgb/1305031108.675375.png
1305031108.711411 rgb/1305031108.711411.png
1305031108.743502 rgb/1305031108.743502.png
1305031108.775493 rgb/1305031108.775493.png
1305031108.811244 rgb/1305031108.811244.png
1305031108.843264 rgb/1305031108.843264.png
1305031108.876515 rgb/1305031108.876515.png
1305031108.911364 rgb/1305031108.911364.png
1305031108.943243 rgb/1305031108.943243.png
1305031108.975268 rgb/1305031108.975268.png
1305031109.011269 rgb/1305031109.011269.png
1305031109.043277 rgb/1305031109.043277.png
1305031109.075410 rgb/1305031109.075410.png
1305031109.111282 rgb/1305031109.111282.png
1305031109.143334 rgb/1305031109.143334.png
1305031109.175464 rgb/1305031109.175464.png
1305031109.211379 rgb/1305031109.211379.png
1305031109.243290 rgb/1305031109.243290.png
1305031109.275308 rgb/1305031109.275308.png
1305031109.311329 rgb/1305031109.311329.png
1305031109.343248 rgb/1305031109.343248.png
1305031109.375397 rgb/1305031109.375397.png
1305031109.411329 rgb/1305031109.411329.png
1305031109.443302 rgb/1305031109.443302.png
1305031109.475363 rgb/1305031109.475363.png
1305031109.511273 rgb/1305031109.511273.png
1305031109.543294 rgb/1305031109.543294.png
1305031109.575362 rgb/1305031109.575362.png
1305031109.611310 rgb/1305031109.611310.png
1305031109.643229 rgb/1305031109.643229.png
1305031109.675263 rgb/1305031109.675263.png
1305031109.711312 rgb/1305031109.711312.png
1305031109.743274 rgb/1305031109.743274.png
1305031109.775277 rgb/1305031109.775277.png
1305031109.811371 rgb/1305031109.811371.png
1305031109.843296 rgb/1305031109.843296.png
1305031109.875306 rgb/1305031109.875306.png
1305031109.911265 rgb/1305031109.911265.png
1305031109.943299 rgb/1305031109.943299.png
1305031109.975258 rgb/1305031109.975258.png
1305031110.011256 rgb/1305031110.011256.png
1305031110.043299 rgb/1305031110.043299.png
1305031110.075319 rgb/1305031110.075319.png
1305031110.111325 rgb/1305031110.111325.png
1305031110.143432 rgb/1305031110.143432.png
1305031110.175641 rgb/1305031110.175641.png
1305031110.211637 rgb/1305031110.211637.png
1305031110.243323 rgb/1305031110.243323.png
1305031110.279321 rgb/1305031110.279321.png
1305031110.311404 rgb/1305031110.311404.png
1305031110.343355 rgb/1305031110.343355.png
1305031110.379281 rgb/1305031110.379281.png
1305031110.411469 rgb/1305031110.411469.png
1305031110.443260 rgb/1305031110.443260.png
1305031110.479331 rgb/1305031110.479331.png
1305031110.511429 rgb/1305031110.511429.png
1305031110.543408 rgb/1305031110.543408.png
1305031110.579426 rgb/1305031110.579426.png
1305031110.611307 rgb/1305031110.611307.png
1305031110.643418 rgb/1305031110.643418.png
1305031110.679606 rgb/1305031110.679606.png
